runId	fit_min	fit_max	fit_avg	fit_std	#evals	time	gen
1	-21	1.34218e+08	4.382	43.9461	179000	33	357
2	-19	1.34218e+08	3.242	29.8267	177000	32	353
3	-22	1.34218e+08	-3.904	38.3427	154500	32	308
4	-30	1.34218e+08	15.236	68.4485	173500	39	346
5	-21	1.34218e+08	5.034	38.1614	187500	36	374
6	-21	1.34218e+08	1.424	35.7062	159000	33	317
7	-21	1.34218e+08	4.48	38.8707	168000	34	335
8	-26	1.34218e+08	10.208	56.0166	167500	37	334
9	-27	1.34218e+08	9.12	60.089	165500	36	330
10	-28	1.34218e+08	19.928	70.0901	185500	37	370
11	-20	1.34218e+08	3.256	41.4836	156000	32	311
12	-21	1.34218e+08	7.596	42.2354	169000	34	337
13	-21	1.34218e+08	6.724	39.8443	182500	32	364
14	-26	1.34218e+08	17.606	67.5197	165000	35	329
15	-24	1.34218e+08	2.134	41.7716	157000	35	313
16	-23	1.34218e+08	5.098	43.7051	155000	34	309
17	-22	1.34218e+08	3.412	35.9273	165000	35	329
18	-23	1.34218e+08	9.376	49.037	177000	34	353
19	-19	1.34218e+08	-2.882	24.1409	151000	33	301
20	-22	1.34218e+08	8.052	40.6387	166500	35	332
21	-19	1.34218e+08	1.344	27.0972	146500	32	292
22	-21	1.34218e+08	6.152	41.5331	193500	36	386
23	-22	1.34218e+08	7.118	50.6578	172000	35	343
24	-28	1.34218e+08	15.01	57.6108	166500	37	332
25	-29	1.34218e+08	21.47	77.4242	185500	39	370
26	-24	1.34218e+08	5.168	49.8953	167500	36	334
27	-19	1.34218e+08	1.664	30.0668	165500	33	330
28	-18	1.34218e+08	-3.688	19.8886	155500	31	310
29	-16	1.34218e+08	-3.958	16.9582	151000	33	301
30	-22	1.34218e+08	1.328	38.5797	163000	34	325
31	-23	1.34218e+08	0.726	44.0023	154500	36	308
32	-19	1.34218e+08	-0.212	28.8895	162000	34	323
33	-20	1.34218e+08	2.956	33.2836	165500	36	330
34	-21	1.34218e+08	0.816	34.9563	161500	36	322
35	-27	1.34218e+08	18.444	71.3889	176000	39	351
36	-27	1.34218e+08	15.732	66.7903	173500	38	346
37	-25	1.34218e+08	11.704	59.8893	171500	37	342
38	-28	1.34218e+08	10.722	66.2022	166000	41	331
39	-22	1.34218e+08	9.942	44.2885	175000	38	349
40	-26	1.34218e+08	14.788	56.9197	170500	38	340
41	-17	1.34218e+08	-1.058	23.6105	151500	35	302
42	-25	1.34218e+08	11.666	61.3332	155000	37	309
43	-21	1.34218e+08	4.078	38.4656	157500	35	314
44	-19	1.34218e+08	6.13	32.7912	173500	37	346
45	-15	1.34218e+08	-2.628	18.1116	144000	32	287
46	-19	1.34218e+08	0.766	31.001	154000	35	307
47	-16	1.34218e+08	-5.496	16.2348	159500	32	318
48	-17	1.34218e+08	-0.716	21.9178	160000	34	319
49	-25	1.34218e+08	12.288	49.1254	175000	35	349
50	-20	1.34218e+08	1.998	37.1017	166500	32	332
