runId	fit_min	fit_max	fit_avg	fit_std	#evals	time	gen
1	0	319606	17.15	11.5793	33000	1186	65
2	0	328898	4.942	2.88362	35000	1149	69
3	0	320935	20.898	11.3339	34000	1167	67
4	0	318211	18.59	11.1389	33500	1151	66
5	0	317079	10.15	6.27074	34000	1150	67
6	0	320166	18.778	10.3233	33500	1148	66
7	0	325772	15.074	9.08348	33000	1146	65
8	0	324708	19.666	12.0361	33500	1130	66
9	0	318973	21.862	12.8795	33500	1150	66
10	0	325261	8.982	5.87526	34500	1149	68
11	0	319758	22.042	13.5121	34000	1163	67
12	0	325893	15.592	9.0444	33000	1182	65
13	0	314248	12.154	3.59334	35000	1270	69
14	0	331497	16.96	10.7044	33500	1247	66
15	0	325571	14.462	7.5338	34500	1301	68
16	0	320493	33.69	16.7816	32500	1177	64
17	0	327367	14.83	8.56503	34000	1130	67
18	0	318129	20.554	10.8839	32500	1146	64
19	0	319084	30.034	14.8249	32500	1222	64
20	0	326822	48.182	21.5437	31500	1215	62
21	0	320687	21.31	11.9328	33500	1224	66
22	0	320466	18.326	10.1742	33500	1255	66
23	0	322602	7.732	4.40852	34500	1220	68
24	0	321495	37.566	17.8366	32500	1257	64
25	0	327758	22.972	12.8348	33500	1257	66
26	0	318623	9.58	6.02696	34000	1249	67
27	0	322199	10.87	7.04161	33500	1259	66
28	0	323192	13.946	8.04142	34000	1193	67
29	0	320802	36.144	17.5025	33000	1160	65
30	0	318738	20.178	12.1255	33000	1231	65
31	0	327818	20.228	10.818	33000	1200	65
32	0	320286	12.97	8.52117	34000	1268	67
33	0	319981	7.28	4.55622	34000	1152	67
34	0	325882	38.734	15.9197	33000	1154	65
35	0	317512	19.176	11.1262	33000	1130	65
36	0	321053	15.024	9.44743	33500	1136	66
37	0	315848	24.684	14.0059	32500	1094	64
38	0	331505	15.85	9.84425	34000	1135	67
39	0	325855	16.948	10.203	33500	1126	66
40	0	330338	22.764	12.7599	33000	1135	65
41	0	317565	26.184	14.1711	33500	1218	66
42	0	329164	11.572	1.8942	35500	1229	70
43	0	318504	27.092	14.1635	32500	1211	64
44	0	317115	35.056	18.0006	33000	1200	65
45	0	321559	34.99	18.0433	33000	1131	65
46	0	317692	24.662	13.1833	33000	1124	65
47	0	324747	24.794	14.4979	33000	1109	65
48	0	320303	25.712	13.107	33000	1130	65
49	0	324111	20.246	11.4011	32500	1101	64
50	0	320809	13.692	8.68331	33000	1098	65
