runId	fit_min	fit_max	fit_avg	fit_std	#evals	time	gen
1	0	8.58993e+09	9.62408e+08	2.71157e+09	500	44	0
2	0	8.58993e+09	1.08265e+09	2.8533e+09	500	40	0
3	0	8.58993e+09	9.79557e+08	2.7326e+09	500	40	0
4	0	8.58993e+09	8.76509e+08	2.60222e+09	500	44	0
5	0	8.58993e+09	1.11703e+09	2.89158e+09	500	45	0
6	0	8.58993e+09	1.13419e+09	2.9104e+09	500	42	0
7	0	8.58993e+09	1.0655e+09	2.83379e+09	500	45	0
8	0	8.58993e+09	9.28033e+08	2.66871e+09	500	42	0
9	0	8.58993e+09	9.79556e+08	2.7326e+09	500	40	0
10	0	8.58993e+09	1.04829e+09	2.81406e+09	500	42	0
11	0	8.58993e+09	1.18575e+09	2.9655e+09	500	45	0
12	0	8.58993e+09	1.03112e+09	2.79407e+09	500	43	0
13	0	8.58993e+09	1.03114e+09	2.79406e+09	500	47	0
14	0	8.58993e+09	1.11702e+09	2.89159e+09	500	42	0
15	0	8.58993e+09	1.04829e+09	2.81406e+09	500	41	0
16	0	8.58993e+09	9.28044e+08	2.6687e+09	500	44	0
17	0	8.58993e+09	8.59328e+08	2.57945e+09	500	44	0
18	0	8.58993e+09	9.79549e+08	2.73261e+09	500	39	0
19	0	8.58993e+09	1.11703e+09	2.89159e+09	500	44	0
20	0	8.58993e+09	1.15139e+09	2.92898e+09	500	44	0
21	0	8.58993e+09	1.03112e+09	2.79407e+09	500	43	0
22	0	8.58993e+09	1.03113e+09	2.79407e+09	500	44	0
23	0	8.58993e+09	9.96747e+08	2.75335e+09	500	42	0
24	0	8.58993e+09	1.04831e+09	2.81405e+09	500	44	0
25	0	8.58993e+09	1.06549e+09	2.83379e+09	500	44	0
26	0	8.58993e+09	1.01396e+09	2.77383e+09	500	45	0
27	0	8.58993e+09	1.18573e+09	2.96551e+09	500	42	0
28	0	8.58993e+09	1.03111e+09	2.79408e+09	500	41	0
29	0	8.58993e+09	8.07771e+08	2.5092e+09	500	42	0
30	0	8.58993e+09	9.96744e+08	2.75335e+09	500	41	0
31	0	8.58993e+09	1.04831e+09	2.81405e+09	500	44	0
32	0	8.58993e+09	1.20384e+08	1.01023e+09	1000	65	1
33	0	8.58993e+09	1.4606e+09	3.22975e+09	500	41	0
34	0	8.58993e+09	1.03112e+09	2.79407e+09	500	42	0
35	0	8.58993e+09	1.03113e+09	2.79407e+09	500	44	0
36	0	8.58993e+09	1.0483e+09	2.81406e+09	500	42	0
37	0	8.58993e+09	1.23728e+09	3.01872e+09	500	43	0
38	0	8.58993e+09	1.01393e+09	2.77384e+09	500	42	0
39	0	8.58993e+09	1.15137e+09	2.92899e+09	500	41	0
40	0	8.58993e+09	1.11697e+09	2.89161e+09	500	37	0
41	0	8.58993e+09	1.06548e+09	2.83379e+09	500	43	0
42	0	8.58993e+09	1.20293e+09	2.98344e+09	500	44	0
43	0	8.58993e+09	1.04833e+09	2.81404e+09	500	47	0
44	0	8.58993e+09	1.03107e+09	2.79409e+09	500	37	0
45	0	8.58993e+09	9.10858e+08	2.64684e+09	500	42	0
46	0	8.58993e+09	9.96769e+08	2.75334e+09	500	43	0
47	0	8.58993e+09	1.15137e+09	2.92898e+09	500	42	0
48	0	8.58993e+09	9.28026e+08	2.66871e+09	500	41	0
49	0	8.58993e+09	9.62394e+08	2.71158e+09	500	41	0
50	0	8.58993e+09	1.20294e+09	2.98344e+09	500	45	0
