runId	fit_min	fit_max	fit_avg	fit_std	#evals	time	gen
1	0	1.19175e+06	13.736	8.16822	47000	7249	93
2	0	1.18186e+06	12.302	1.48836	66000	7495	131
3	0	1.18237e+06	7.6	4.86079	49500	7502	98
4	0	1.1997e+06	15.87	8.78929	48500	8054	96
5	0	1.19391e+06	2.356	1.01357	53000	7464	105
6	0	1.20335e+06	12.604	7.02038	48500	6995	96
7	0	1.19664e+06	10.226	6.95296	49500	7515	98
8	0	1.17953e+06	18.166	10.9849	48500	7194	96
9	0	1.20276e+06	6.774	3.93827	49500	7336	98
10	0	1.19256e+06	25.954	10.5834	48000	7056	95
11	0	6.87195e+10	1.37439e+08	3.07323e+09	52500	7983	104
12	0	1.18049e+06	33.156	17.5606	47000	8452	93
13	0	1.1847e+06	21.55	11.6856	47000	8318	93
14	0	1.20106e+06	18.674	11.5065	47500	8831	94
15	0	1.19284e+06	19.012	11.1596	48500	8717	96
16	0	1.20604e+06	12.164	7.03107	48500	9092	96
17	0	1.17297e+06	14.848	8.35107	48500	8884	96
18	0	1.211e+06	12.754	8.86288	48000	8480	95
19	0	1.18906e+06	16.296	9.3738	47000	8678	93
20	0	1.18932e+06	29.056	14.6675	47500	8632	94
21	0	1.19646e+06	14.484	8.84637	47500	8972	94
22	0	1.18688e+06	15.248	8.64152	47500	8842	94
23	0	1.18166e+06	17.38	9.86012	48000	9005	95
24	0	1.18738e+06	19.264	11.4826	48000	9952	95
25	0	1.20085e+06	10.75	7.14013	49000	10201	97
26	0	1.19614e+06	12.056	2.074	53500	9618	106
27	0	1.18132e+06	2.772	1.57257	50500	9645	100
28	0	1.19255e+06	10.064	6.53033	49000	9042	97
29	0	1.18188e+06	21.952	11.8375	48000	8925	95
30	0	1.19168e+06	21.968	13.2403	48500	8880	96
31	0	1.23184e+06	12.898	8.33153	48500	8877	96
32	0	1.18686e+06	11.216	7.4649	49000	8902	97
33	0	1.19823e+06	14.934	3.34305	49500	8771	98
34	0	1.20414e+06	14.462	8.34409	47500	9248	94
35	0	1.17209e+06	12.136	1.58066	52500	8342	104
36	0	1.20796e+06	20.39	12.0489	47000	8643	93
37	0	1.18956e+06	10.812	7.00477	48000	8394	95
38	0	1.19856e+06	20.382	10.0096	47500	8483	94
39	0	1.21044e+06	18.43	10.7251	47000	8673	93
40	0	1.20673e+06	22.454	12.4326	47500	8356	94
41	0	1.19168e+06	23.408	12.9722	47500	9048	94
42	0	1.20478e+06	26.762	13.8385	48500	8726	96
43	0	1.18231e+06	2.476	1.32095	52000	8609	103
44	0	1.21108e+06	13.926	9.37552	47500	9135	94
45	0	1.21462e+06	20.636	11.5295	48000	8841	95
46	0	1.19403e+06	8.68	5.96093	47000	8439	93
47	0	1.19766e+06	2.46	1.21464	52000	8312	103
48	0	1.19867e+06	14.488	9.4643	48000	8580	95
49	0	1.22161e+06	15.544	9.0786	47000	8281	93
50	0	1.17761e+06	23.012	12.9369	47000	8640	93
