runId	fit_min	fit_max	fit_avg	fit_std	#evals	time	gen
1	0	1.07374e+09	1.2464e+08	3.44152e+08	500	10	0
2	0	1.07374e+09	1.41824e+08	3.63781e+08	500	10	0
3	0	1.07374e+09	1.26779e+08	3.46716e+08	500	9	0
4	0	1.07374e+09	1.26793e+08	3.46711e+08	500	11	0
5	0	1.07374e+09	1.31081e+08	3.51741e+08	500	9	0
6	0	1.07374e+09	1.2464e+08	3.44152e+08	500	9	0
7	0	1.07374e+09	1.2249e+08	3.41559e+08	500	10	0
8	0	1.07374e+09	1.28932e+08	3.49244e+08	500	10	0
9	0	1.07374e+09	1.28943e+08	3.4924e+08	500	10	0
10	0	1.07374e+09	1.26788e+08	3.46713e+08	500	10	0
11	0	1.07374e+09	1.31081e+08	3.51741e+08	500	10	0
12	0	1.07374e+09	1.35379e+08	3.56644e+08	500	10	0
13	0	1.07374e+09	1.2894e+08	3.49241e+08	500	11	0
14	0	1.07374e+09	1.18199e+08	3.36268e+08	500	10	0
15	0	1.07374e+09	1.52553e+08	3.75132e+08	500	9	0
16	0	1.07374e+09	1.28934e+08	3.49243e+08	500	9	0
17	0	1.07374e+09	1.24645e+08	3.4415e+08	500	11	0
18	0	1.07374e+09	1.2893e+08	3.49244e+08	500	9	0
19	0	1.07374e+09	1.43968e+08	3.66105e+08	500	10	0
20	0	1.07374e+09	1.35377e+08	3.56645e+08	500	10	0
21	0	1.07374e+09	1.26788e+08	3.46713e+08	500	10	0
22	0	1.07374e+09	1.37523e+08	3.59053e+08	500	10	0
23	0	1.07374e+09	1.50407e+08	3.72914e+08	500	10	0
24	0	1.07374e+09	1.48259e+08	3.70671e+08	500	9	0
25	0	1.07374e+09	1.46121e+08	3.68399e+08	500	11	0
26	0	1.07374e+09	1.20341e+08	3.38932e+08	500	10	0
27	0	1.07374e+09	1.4183e+08	3.63778e+08	500	10	0
28	0	1.07374e+09	1.05319e+08	3.19529e+08	500	10	0
29	0	1.07374e+09	1.37531e+08	3.5905e+08	500	11	0
30	0	1.07374e+09	9.67286e+07	3.07564e+08	500	10	0
31	0	1.07374e+09	1.37536e+08	3.59048e+08	500	11	0
32	0	1.07374e+09	1.16053e+08	3.33571e+08	500	11	0
33	0	1.07374e+09	1.35383e+08	3.56643e+08	500	11	0
34	0	1.07374e+09	1.20349e+08	3.38929e+08	500	10	0
35	0	1.07374e+09	1.43971e+08	3.66104e+08	500	11	0
36	0	1.07374e+09	1.20356e+08	3.38927e+08	500	11	0
37	0	1.07374e+09	1.26792e+08	3.46712e+08	500	10	0
38	0	1.07374e+09	1.39676e+08	3.6143e+08	500	11	0
39	0	1.07374e+09	1.0102e+08	3.13634e+08	500	10	0
40	0	1.07374e+09	1.4397e+08	3.66104e+08	500	10	0
41	0	1.07374e+09	1.22494e+08	3.41558e+08	500	10	0
42	0	1.07374e+09	1.13905e+08	3.30839e+08	500	10	0
43	0	1.07374e+09	2.36481e+07	1.57654e+08	1000	15	1
44	0	1.07374e+09	1.33225e+08	3.54209e+08	500	9	0
45	0	1.07374e+09	1.4182e+08	3.63782e+08	500	10	0
46	0	1.07374e+09	1.43964e+08	3.66106e+08	500	10	0
47	0	1.07374e+09	1.22494e+08	3.41558e+08	500	10	0
48	0	1.07374e+09	1.11755e+08	3.2807e+08	500	10	0
49	0	1.07374e+09	1.07463e+08	3.22415e+08	500	10	0
50	0	1.07374e+09	1.07465e+08	3.22415e+08	500	11	0
