0	33	
0	33	
8	37	
12	44	
30	48	
52	54	
52	54	
102	60	
190	62	
192	68	
192	68	
274	73	
274	73	
304	78	
304	78	
364	84	
455	85	
462	90	
462	90	
549	96	
549	96	
684	102	
684	102	
852	108	
852	108	
1090	115	
1090	115	
1100	120	
1100	120	
1312	126	
1312	126	
1556	132	
1556	132	
1782	138	
1907	139	
2088	144	
2088	144	
2410	148	
2464	152	
2464	152	
2944	160	
2990	162	
3234	168	
3546	169	
3704	174	
3880	176	
4181	183	
4343	186	
4696	192	
4696	192	
4962	196	
5256	200	
5256	200	
5728	204	
5728	204	
5936	208	
5936	208	
6648	216	
6648	216	
7248	224	
7248	224	
8280	232	
8280	232	
8840	240	
9300	244	
9528	248	
10145	251	
10368	256	
10368	256	
11216	264	
11216	264	
12344	272	
12344	272	
12732	276	
12732	276	
13818	284	
13818	284	
14912	292	
15632	296	
15632	296	
16136	300	
16136	300	
16392	304	
16960	308	
16960	308	
18912	320	
18912	320	
18912	320	
18912	320	
20410	328	
20410	328	
20704	332	
21264	336	
21264	336	
22020	340	
22566	344	
22566	344	
24798	352	
24798	352	
24876	356	
25530	360	
26650	362	
27000	368	
27000	368	
27000	368	
28618	376	
28618	376	
29950	380	
30000	384	
31440	388	
31586	392	
31586	392	
33152	400	
33152	400	
33152	400	
33152	400	
35174	408	
35174	408	
36014	410	
36620	412	
36740	416	
37834	419	
37834	419	
38746	423	
38746	423	
39658	428	
39658	428	
40760	432	
40760	432	
41624	435	
41624	435	
42292	440	
42292	440	
43568	444	
43568	444	
43837	445	
44136	448	
45652	452	
46588	456	
46588	456	
47403	459	
48122	464	
48122	464	
49267	467	
50208	471	
50292	472	
50292	472	
52201	478	
52201	478	
52419	480	
52419	480	
54195	486	
54195	486	
55160	488	
55160	488	
56763	493	
56763	493	
57062	495	
58756	502	
59268	504	
59268	504	
61432	512	
61432	512	
62452	514	
62452	514	
63872	520	
63872	520	
65558	524	
65558	524	
66260	525	
66300	528	
68094	532	
68724	536	
70116	537	
70427	538	
71236	542	
71236	542	
71424	544	
72392	546	
72392	546	
73972	552	
73972	552	
75436	556	
76672	560	
78252	564	
79346	568	
80274	570	
80988	572	
82364	577	
83432	580	
84962	582	
84962	582	
85919	586	
85919	586	
87764	592	
87764	592	
89284	596	
90616	600	
90616	600	
92116	602	
92116	602	
93688	608	
95220	610	
95220	610	
96632	612	
96740	616	
98662	620	
98662	620	
99792	624	
99792	624	
101528	628	
102336	630	
104056	632	
104056	632	
104056	632	
106112	640	
106112	640	
106112	640	
107600	644	
107600	644	
109158	648	
109158	648	
110006	650	
110006	650	
110812	652	
110812	652	
112340	656	
112340	656	
114356	660	
115514	664	
117179	668	
117179	668	
118780	672	
118780	672	
120548	676	
120548	676	
121636	678	
122082	680	
124120	684	
125392	688	
125392	688	
127129	692	
127129	692	
128886	696	
128886	696	
130712	700	
130712	700	
132436	704	
133560	706	
134135	708	
134135	708	
135934	712	
135934	712	
137676	716	
137676	716	
139150	718	
139528	720	
141008	722	
141302	724	
141302	724	
143154	728	
143154	728	
144696	731	
145000	732	
146645	734	
146884	736	
148521	738	
148839	740	
150294	743	
150680	744	
150680	744	
152520	748	
152520	748	
153956	750	
154338	752	
155777	754	
156270	756	
157655	758	
158400	760	
159453	762	
159453	762	
160392	764	
161920	768	
161920	768	
163428	770	
164144	772	
165178	774	
165816	776	
166992	778	
167752	780	
169014	782	
169014	782	
170546	785	
170546	785	
171860	788	
173800	792	
173800	792	
175730	796	
175730	796	
177136	798	
177712	800	
179588	803	
179696	804	
181178	806	
181848	808	
181848	808	
183850	812	
183850	812	
185289	814	
185289	814	
186352	816	
186854	818	
187884	820	
189516	822	
189960	824	
191833	826	
192034	828	
192034	828	
194496	832	
194496	832	
195224	834	
196348	836	
196348	836	
198059	838	
199641	842	
199641	842	
201695	845	
201695	845	
202668	848	
202668	848	
204182	850	
204756	852	
206244	854	
206872	856	
209020	860	
209020	860	
211127	864	
211127	864	
212277	866	
212277	866	
213368	868	
213368	868	
214532	869	
215428	872	
217676	876	
217676	876	
219312	878	
219944	880	
220922	881	
222028	884	
222028	884	
223536	885	
224448	888	
224448	888	
225764	890	
226520	892	
228198	893	
228226	895	
229824	898	
229824	898	
231419	900	
232288	901	
233164	904	
235466	908	
235466	908	
237780	912	
238907	914	
240020	916	
241671	919	
241671	919	
242460	920	
242460	920	
243946	922	
244742	924	
244742	924	
246570	926	
246912	928	
248024	930	
250186	933	
250186	933	
251516	936	
253030	938	
253740	940	
256126	944	
258442	948	
259896	950	
259896	950	
260708	952	
260708	952	
261942	954	
261942	954	
263040	956	
264448	958	
264448	958	
265728	960	
266626	962	
266626	962	
267856	964	
270088	968	
270088	968	
271892	971	
272392	972	
273070	973	
273070	973	
274740	976	
274740	976	
275946	978	
275946	978	
277120	980	
278306	982	
278306	982	
279464	984	
281870	988	
283070	990	
284176	992	
285364	994	
285364	994	
286548	996	
286548	996	
287522	997	
287522	997	
288902	1000	
289719	1001	
291326	1004	
293040	1007	
293040	1007	
293632	1008	
295418	1011	
295418	1011	
296000	1012	
296592	1013	
298368	1016	
298368	1016	
299552	1018	
299552	1018	
301328	1021	
301328	1021	
303104	1024	
303104	1024	
303104	1024	
