runId	fit_min	fit_max	fit_avg	fit_std	#evals	time	gen
1	-10	2.09715e+06	1.22	17.7651	128500	3	256
2	-12	2.09715e+06	6.502	25.8011	145500	2	290
3	-11	2.09715e+06	2.432	20.5775	133000	3	265
4	-11	2.09715e+06	2.866	21.9041	143000	2	285
5	-11	2.09715e+06	2.304	19.2749	130500	3	260
6	-10	2.09715e+06	3.044	17.7197	136500	2	272
7	-10	2.09715e+06	3.864	18.2015	141000	3	281
8	-10	2.09715e+06	1.332	17.7399	125000	2	249
9	-11	2.09715e+06	2.276	20.2885	135000	2	269
10	-10	2.09715e+06	3.486	19.4125	130000	3	259
11	-11	2.09715e+06	5.092	25.2471	170000	3	339
12	-11	2.09715e+06	1.792	18.5039	131500	2	262
13	-11	2.09715e+06	2.084	21.1654	137500	3	274
14	-10	2.09715e+06	1.404	19.0417	129000	2	257
15	-12	2.09715e+06	6.868	27.0894	132500	3	264
16	-10	2.09715e+06	0.928	17.8396	128000	2	255
17	-12	2.09715e+06	4.752	24.3369	131500	3	262
18	-10	2.09715e+06	-0.19	14.7056	127000	2	253
19	-11	2.09715e+06	3.61	19.7622	134000	2	267
20	-11	2.09715e+06	5.606	21.5052	136000	3	271
21	-10	2.09715e+06	3.342	20.7597	129000	2	257
22	-11	2.09715e+06	1.972	20.6755	127500	3	254
23	-12	2.09715e+06	3.144	21.63	137500	3	274
24	-11	2.09715e+06	2.228	20.157	136000	2	271
25	-12	2.09715e+06	5.858	23.9071	129500	3	258
26	-10	2.09715e+06	2.718	16.6847	125500	2	250
27	-11	2.09715e+06	2.648	19.9605	129000	3	257
28	-12	2.09715e+06	4.722	23.0871	142000	2	283
29	-12	2.09715e+06	5.896	24.8947	145500	3	290
30	-11	2.09715e+06	2.766	20.4555	138000	3	275
31	-11	2.09715e+06	3.512	23.5338	134500	2	268
32	-12	2.09715e+06	5.814	22.6557	135000	3	269
33	-11	2.09715e+06	1.532	18.8463	149000	3	297
34	-12	2.09715e+06	7.816	26.3395	135500	3	270
35	-10	2.09715e+06	-0.208	14.9879	136000	2	271
36	-10	2.09715e+06	-0.156	15.3894	136500	3	272
37	-11	2.09715e+06	4.818	22.9425	171000	3	341
38	-11	2.09715e+06	4.396	21.8885	131000	2	261
39	-8	2.09715e+06	1.936	13.6686	122500	2	244
40	-11	2.09715e+06	3.112	21.4892	131500	3	262
41	-9	2.09715e+06	0.048	14.7256	130000	2	259
42	-10	2.09715e+06	3.508	17.8265	130000	3	259
43	-11	2.09715e+06	3.834	21.1422	125500	2	250
44	-11	2.09715e+06	2.59	21.3375	130500	3	260
45	-10	2.09715e+06	1.846	18.1342	135000	2	269
46	-10	2.09715e+06	2.62	17.8324	129000	2	257
47	-11	2.09715e+06	3.3	22.6512	133000	3	265
48	-12	2.09715e+06	7.574	25.8625	139000	3	277
49	-9	2.09715e+06	1.428	17.1345	134000	2	267
50	-8	2.09715e+06	-1.518	12.1489	121000	2	241
