runId	fit_min	fit_max	fit_avg	fit_std	#evals	time	gen
1	0	4.5942e+06	27.3	10.4194	69500	156817	138
2	0	4.51018e+06	13.264	1.66127	76500	158063	152
3	0	4.55845e+06	13.376	1.41231	72000	154935	143
4	0	4.60098e+06	22.684	13.4236	68000	159379	135
5	0	4.64193e+06	8.134	5.63734	69000	158891	137
6	0	4.6398e+06	8.048	4.55535	68500	160450	136
7	0	4.50818e+06	20.122	11.437	68500	159520	136
8	0	4.55654e+06	2.73	1.3597	74500	158907	148
9	0	4.612e+06	2.47	1.34489	74500	156464	148
10	0	4.54691e+06	13.224	5.75222	69500	157730	138
11	0	4.50487e+06	2.344	1.0314	83500	160180	166
12	0	4.52514e+06	2.404	1.06914	85500	158444	170
13	0	4.60401e+06	27.608	14.3991	67500	157414	134
14	0	4.54555e+06	20.828	10.6292	69000	157368	137
15	0	4.55544e+06	31.414	13.2241	70000	160520	139
16	0	4.55336e+06	10.442	4.8433	71500	153237	142
17	0	5.49756e+11	1.09951e+09	2.45858e+10	69000	162567	137
18	0	4.6378e+06	6.408	1.5756	71500	154862	142
19	0	4.54608e+06	17.018	10.5827	69000	163037	137
20	0	4.54987e+06	15.058	8.33436	69000	155565	137
21	0	5.49756e+11	1.09951e+09	2.45858e+10	76500	155078	152
22	0	4.51434e+06	13.308	1.40609	75500	161697	150
23	0	4.57813e+06	15.622	8.65893	68000	155671	135
24	0	4.6726e+06	2.432	1.11529	72500	160025	144
25	0	4.54933e+06	2.756	1.77165	75500	159204	150
26	0	4.56827e+06	15.098	2.59265	69500	157304	138
27	0	4.59752e+06	12.964	2.36005	84000	156181	167
28	0	4.6013e+06	2.484	1.2637	72500	159197	144
29	0	5.49756e+11	13.23	1.65244	104500	155528	208
30	0	4.55239e+06	6.878	4.52593	69000	161137	137
31	0	4.55302e+06	2.628	1.30577	75500	158168	150
32	0	4.58376e+06	12.25	7.25899	68000	155896	135
33	0	4.53635e+06	4.426	2.49579	69500	155222	138
34	0	4.54263e+06	15.564	8.76513	67500	158455	134
35	0	4.58996e+06	14.408	9.22234	68500	153373	136
36	0	4.51737e+06	13.99	6.43091	70000	159625	139
37	0	4.55037e+06	2.51	1.32719	74500	158626	148
38	0	4.61696e+06	13.002	8.0707	68500	156781	136
39	0	4.51293e+06	13.07	3.60209	72000	154237	143
40	0	4.61364e+06	2.43	1.10433	80000	162016	159
41	0	4.5601e+06	20.086	11.8728	67000	155924	133
42	0	4.53142e+06	17.558	9.0955	68000	160789	135
43	0	4.58686e+06	15.204	8.52595	69500	160590	138
44	0	4.57474e+06	12.708	6.99318	69000	157166	137
45	0	4.54514e+06	13.804	8.54351	68000	158376	135
46	0	4.59533e+06	22.332	11.3828	69000	158595	137
47	0	4.56296e+06	12.97	8.34892	69000	157440	137
48	0	4.61208e+06	17.774	9.79095	67500	158859	134
49	0	4.5799e+06	15.646	6.35432	69000	158510	137
50	0	4.59959e+06	3.696	2.95246	70500	155784	140
