runId	fit_min	fit_max	fit_avg	fit_std	#evals	time	gen
1	-16	1.67772e+07	6.152	31.6684	160500	8	320
2	-15	1.67772e+07	3.606	26.7659	152500	8	304
3	-13	1.67772e+07	-0.092	19.8558	143500	7	286
4	-18	1.67772e+07	7.39	37.0762	174000	9	347
5	-16	1.67772e+07	3.51	27.43	148000	8	295
6	-13	1.67772e+07	0.58	20.3755	133500	6	266
7	-11	1.67772e+07	-4.72	12.4713	128000	6	255
8	-11	1.67772e+07	-0.312	15.6253	144000	7	287
9	-11	1.67772e+07	1.496	15.1392	135000	7	269
10	-12	1.67772e+07	-1.362	16.13	133000	7	265
11	-11	1.67772e+07	-0.522	16.1293	141500	7	282
12	-16	1.67772e+07	5.336	30.3621	150500	8	300
13	-13	1.67772e+07	1.074	20.0484	160000	8	319
14	-15	1.67772e+07	2.904	23.6967	149000	8	297
15	-12	1.67772e+07	1.068	17.8329	138500	7	276
16	-10	1.67772e+07	-4.404	10.3757	129000	6	257
17	-15	1.67772e+07	6.132	27.5345	164500	8	328
18	-13	1.67772e+07	-0.704	19.9443	149500	8	298
19	-19	1.67772e+07	5.908	37.7155	192000	10	383
20	-14	1.67772e+07	4.088	22.7126	138500	7	276
21	-16	1.67772e+07	6.33	33.309	151500	8	302
22	-19	1.67772e+07	7.122	37.9286	151000	9	301
23	-12	1.67772e+07	-3.712	14.7844	147500	7	294
24	-12	1.67772e+07	-0.746	15.9218	146000	8	291
25	-12	1.67772e+07	1.496	17.7726	137000	7	273
26	-19	1.67772e+07	8.974	42.2201	158000	9	315
27	-16	1.67772e+07	3.41	29.2406	152000	9	303
28	-15	1.67772e+07	1.534	32.0916	141000	7	281
29	-15	1.67772e+07	-2.818	25.1935	141500	8	282
30	-12	1.67772e+07	-1.502	16.6792	130500	7	260
31	-15	1.67772e+07	-3.048	25.1037	138000	8	275
32	-17	1.67772e+07	5.688	33.7212	157500	8	314
33	-13	1.67772e+07	-2.21	16.1773	135500	7	270
34	-12	1.67772e+07	-5.154	14.9734	128000	6	255
35	-17	1.67772e+07	4.196	33.1265	143500	9	286
36	-16	1.67772e+07	4.982	33.1578	155500	8	310
37	-15	1.67772e+07	1.678	26.2863	141500	7	282
38	-13	1.67772e+07	3.146	22.2584	150500	7	300
39	-12	1.67772e+07	-1.614	16.9265	132500	7	264
40	-15	1.67772e+07	3.16	26.9376	133500	7	266
41	-11	1.67772e+07	-0.406	17.3668	140000	7	279
42	-14	1.67772e+07	3.004	24.0683	142000	7	283
43	-18	1.67772e+07	5.424	35.3951	159000	8	317
44	-13	1.67772e+07	-0.86	19.9172	132000	7	263
45	-16	1.67772e+07	3.798	30.4314	137500	8	274
46	-16	1.67772e+07	3.966	28.5968	149500	7	298
47	-17	1.67772e+07	2.496	29.2484	137000	8	273
48	-17	1.67772e+07	6.746	30.4723	143500	8	286
49	-13	1.67772e+07	3.996	21.3774	141500	7	282
50	-12	1.67772e+07	-3.712	14.7844	147500	7	294
