runId	fit_min	fit_max	fit_avg	fit_std	#evals	time	gen
1	-20	1.67772e+07	135015	1.49602e+06	125500	32	250
2	-20	1.67772e+07	67509.9	1.06e+06	130000	32	259
3	-22	1.67772e+07	168044	1.67096e+06	108000	31	215
4	-22	1.67772e+07	67421.6	1.06e+06	212000	53	423
5	-16	1.67772e+07	201699	1.82858e+06	104000	29	207
6	-24	1.67772e+07	349.344	2009.56	176500	45	352
7	-22	1.67772e+07	201733	1.82858e+06	136000	30	271
8	-20	1.67772e+07	235244	1.97309e+06	111500	26	222
9	-20	1.67772e+07	134509	1.49606e+06	110500	22	220
10	-24	1.67772e+07	134435	1.49606e+06	201000	39	401
11	-20	1.67772e+07	268865	2.10718e+06	113000	27	225
12	-24	1.67772e+07	101007	1.29693e+06	112500	32	224
13	-24	1.67772e+07	302389	2.23273e+06	112000	26	223
14	-22	1.67772e+07	168003	1.67096e+06	107500	27	214
15	-24	1.67772e+07	134605	1.49605e+06	155000	38	309
16	-20	1.67772e+07	404	2093.33	120000	25	239
17	-22	1.67772e+07	100809	1.29694e+06	108500	31	216
18	-20	1.67772e+07	67311.3	1.06001e+06	120500	27	240
19	-20	1.67772e+07	101107	1.29692e+06	153500	36	306
20	-24	1.67772e+07	235099	1.97311e+06	168500	38	336
21	-20	1.67772e+07	235310	1.97309e+06	178500	46	356
22	-24	1.67772e+07	268694	2.1072e+06	174500	49	348
23	-20	1.67772e+07	134609	1.49605e+06	109500	25	218
24	-20	1.67772e+07	167923	1.67097e+06	145500	33	290
25	-20	1.67772e+07	33928.3	750286	116500	30	232
26	-24	1.67772e+07	67495.9	1.06e+06	142500	44	284
27	-22	1.67772e+07	33881.3	750287	117500	27	234
28	-20	1.67772e+07	134554	1.49605e+06	140000	35	279
29	-16	1.67772e+07	302552	2.23271e+06	104500	22	208
30	-24	1.67772e+07	100976	1.29693e+06	175500	42	350
31	-20	1.67772e+07	34013.8	750284	137000	37	273
32	-24	1.67772e+07	399.13	2072.84	222500	77	444
33	-22	1.67772e+07	33840.5	750289	175000	39	349
34	-24	1.67772e+07	134546	1.49605e+06	218000	60	435
35	-20	1.67772e+07	268677	2.1072e+06	107000	26	213
36	-24	1.67772e+07	100953	1.29693e+06	141000	39	281
37	-25	1.67772e+07	34098.5	750281	112500	32	224
38	-22	1.67772e+07	268700	2.1072e+06	136000	31	271
39	-16	1.67772e+07	235357	1.97308e+06	107500	23	214
40	-22	1.67772e+07	101004	1.29693e+06	116000	32	231
41	-20	1.67772e+07	201778	1.82857e+06	185500	51	370
42	-24	1.67772e+07	33932.4	750286	167500	48	334
43	-20	1.67772e+07	268666	2.1072e+06	130500	32	260
44	-22	1.67772e+07	134538	1.49605e+06	117000	27	233
45	-20	1.67772e+07	369620	2.46333e+06	108500	30	216
46	-20	1.67772e+07	201708	1.82858e+06	111500	28	222
47	-22	1.67772e+07	201571	1.82859e+06	114500	23	228
48	-20	1.67772e+07	335883	2.35112e+06	120000	28	239
49	-22	1.67772e+07	101144	1.29692e+06	216000	56	431
50	-24	1.67772e+07	783.364	3424.96	110000	37	219
