runId	fit_min	fit_max	fit_avg	fit_std	#evals	time	gen
1	0	9146	32.178	17.3235	10500	5	20
2	0	9265	27.716	17.5184	10500	4	20
3	0	9259	16.47	9.87726	11000	5	21
4	0	9738	20.07	12.733	11000	5	21
5	0	8893	51.312	25.2019	9500	4	18
6	0	9345	37.348	19.5406	10000	5	19
7	0	9782	21.202	13.8983	10500	4	20
8	0	9649	36.758	19.3558	10000	5	19
9	0	9237	19.384	11.0207	11000	5	21
10	0	9330	67.21	30.9112	10000	5	19
11	0	9172	20.268	11.3685	10500	5	20
12	0	9544	16.616	10.6272	10500	4	20
13	0	8958	14.62	9.53275	11500	5	22
14	0	10018	14.574	9.8825	11500	5	22
15	0	8926	29.06	16.4856	10500	5	20
16	0	9261	21.464	14.1529	11000	5	21
17	0	9352	23.812	14.0698	10500	5	20
18	0	9580	18.992	11.2246	11000	5	21
19	0	9532	71.082	34.3778	9500	4	18
20	0	9473	37.89	20.5236	10500	5	20
21	0	9169	27.458	20.628	10500	5	20
22	0	10043	23.772	14.5612	10500	5	20
23	0	9774	64.634	30.8809	9500	4	18
24	0	9776	29.586	16.6849	10500	5	20
25	0	9621	20.648	11.7729	11500	5	22
26	0	9289	17.748	12.6827	11000	5	21
27	0	9538	21.408	12.8444	11000	5	21
28	0	9007	30.798	16.206	10500	5	20
29	0	9188	36.404	18.6618	10500	5	20
30	0	10314	25.37	14.4997	10500	4	20
31	0	9598	25.76	14.3628	10500	5	20
32	0	9020	29.418	17.2301	10500	5	20
33	0	9672	6.764	5.61064	12000	5	23
34	0	9353	19.458	12.0575	11000	5	21
35	0	9437	34.604	19.1498	10500	4	20
36	0	9030	16.992	10.788	11000	4	21
37	0	9247	21.23	12.8949	10500	5	20
38	0	9626	26.826	16.8026	10500	5	20
39	0	1.67772e+07	33578.4	750299	10500	4	20
40	0	9147	47.408	24.3465	10500	6	20
41	0	9573	25.002	15.3562	10500	4	20
42	0	9431	32.158	19.4652	10500	5	20
43	0	9839	33.802	18.457	10500	5	20
44	0	9934	17.826	11.021	11000	5	21
45	0	9018	12.002	9.23952	11500	5	22
46	0	9729	26.08	14.2382	11000	4	21
47	0	9536	35.21	17.4702	10000	5	19
48	0	9215	23.174	14.222	10500	5	20
49	0	9669	70.552	30.6787	9500	4	18
50	0	9267	28.396	18.0692	10500	5	20
