runId	fit_min	fit_max	fit_avg	fit_std	#evals	time	gen
1	-43	1.07374e+09	32.23	129.608	218500	198	436
2	-29	1.07374e+09	17.458	73.0551	188000	181	375
3	-42	1.07374e+09	18.722	101.944	186500	187	372
4	-28	1.07374e+09	9.394	51.6342	209000	188	417
5	-38	1.07374e+09	11.282	84.9188	192500	198	384
6	-31	1.07374e+09	3.654	55.9163	187500	189	374
7	-31	1.07374e+09	3.576	60.6112	189500	202	378
8	-41	1.07374e+09	25.814	106.79	204500	200	408
9	-37	1.07374e+09	24.096	98.4755	217500	202	434
10	-36	1.07374e+09	30.36	105.04	218000	195	435
11	-31	1.07374e+09	2.85	51.6226	163500	181	326
12	-38	1.07374e+09	16.492	98.8143	173000	190	345
13	-30	1.07374e+09	2.488	57.1851	180000	193	359
14	-34	1.07374e+09	28.446	104.567	198000	190	395
15	-34	1.07374e+09	21.166	108.068	173500	190	346
16	-27	1.07374e+09	0.616	40.7197	164000	187	327
17	-34	1.07374e+09	18.294	83.4809	196000	192	391
18	-45	1.07374e+09	37.29	140.818	205000	189	409
19	-27	1.07374e+09	-6.328	32.3497	165000	181	329
20	-33	1.07374e+09	10.856	61.0942	184500	190	368
21	-40	1.07374e+09	22.402	108.242	208000	190	415
22	-30	1.07374e+09	6.89	62.156	182000	190	363
23	-32	1.07374e+09	20.34	81.1171	196000	190	391
24	-39	1.07374e+09	-0.18	80.743	181000	208	361
25	-27	1.07374e+09	-2.464	41.6024	169000	201	337
26	-28	1.07374e+09	-8.282	31.5565	166000	201	331
27	-38	1.07374e+09	26.554	108.035	204000	212	407
28	-45	1.07374e+09	28.216	120.552	215500	202	430
29	-33	1.07374e+09	23.136	83.3684	226500	185	452
30	-44	1.07374e+09	9.31	136.807	176500	192	352
31	-32	1.07374e+09	17.18	74.2266	212500	193	424
32	-31	1.07374e+09	7.794	71.375	172500	187	344
33	-37	1.07374e+09	7.664	93.2333	186000	189	371
34	-36	1.07374e+09	20.618	85.8982	210500	190	420
35	-36	1.07374e+09	22.344	100.089	205000	195	409
36	-29	1.07374e+09	9.226	57.3875	197000	188	393
37	-38	1.07374e+09	29.07	106.958	218500	192	436
38	-27	1.07374e+09	-2.566	43.2412	164500	189	328
39	-32	1.07374e+09	19.806	78.6742	201000	207	401
40	-42	1.07374e+09	31.354	112.843	220000	219	439
41	-37	1.07374e+09	17.718	81.3155	198500	213	396
42	-27	1.07374e+09	4.306	56.389	173000	200	345
43	-25	1.07374e+09	4.786	44.6099	176500	202	352
44	-38	1.07374e+09	-7.828	83.3019	166000	208	331
45	-30	1.07374e+09	9.882	65.0171	182000	205	363
46	-27	1.07374e+09	0.304	47.9735	191000	202	381
47	-30	1.07374e+09	13.476	63.6599	191000	213	381
48	-32	1.07374e+09	3.68	69.5576	174000	187	347
49	-45	1.07374e+09	40	128.41	242500	200	484
50	-31	1.07374e+09	2.664	55.2362	188000	185	375
