runId	fit_min	fit_max	fit_avg	fit_std	#evals	time	gen
1	0	1.07374e+09	2.1475e+06	4.80192e+07	23000	186	45
2	0	91033	22.576	12.6122	22500	185	44
3	0	91680	19.688	13.2013	23500	191	46
4	0	91480	34.526	16.845	23000	189	45
5	0	89842	13.436	9.35505	24000	182	47
6	0	91158	26.378	13.6704	23000	185	45
7	0	89622	13.078	9.67881	23500	186	46
8	0	92187	27.836	14.4587	22500	183	44
9	0	93693	24.842	13.5773	23000	179	45
10	0	89509	15.982	10.1932	23500	184	46
11	0	91693	26.856	12.9526	23000	179	45
12	0	90156	25.47	14.2495	23000	174	45
13	0	90849	17.914	10.2589	23500	186	46
14	0	90293	11.894	6.93534	23500	176	46
15	0	90950	17.974	10.8144	23000	178	45
16	0	93112	15.704	10.3186	23500	180	46
17	0	88829	9.894	7.38321	24000	186	47
18	0	90362	26.206	14.95	23000	183	45
19	0	92330	14.354	9.40157	23000	178	45
20	0	88601	12.204	9.05574	23000	170	45
21	0	89626	25.05	14.4894	23000	181	45
22	0	91749	20.33	11.9833	23000	179	45
23	0	89680	32.264	17.0427	23500	191	46
24	0	88785	19.118	11.9315	23000	178	45
25	0	89612	18.482	11.4749	24000	186	47
26	0	92733	25.142	13.6149	22500	177	44
27	0	90998	23.964	13.4235	23000	181	45
28	0	91432	11.276	6.91922	23500	177	46
29	0	90011	23.08	13.9174	23000	177	45
30	0	97447	15.132	9.62434	23500	181	46
31	0	86883	19.198	12.0016	23000	180	45
32	0	89610	39.252	17.8196	23000	179	45
33	0	88625	12.954	8.15063	24000	181	47
34	0	88803	42.844	25.1658	23000	182	45
35	0	89583	27.05	13.9978	23000	179	45
36	0	89753	10.972	7.29147	23500	176	46
37	0	90634	21.7	12.1088	23500	182	46
38	0	91801	25.46	14.4147	23500	178	46
39	0	91457	22.188	11.5264	23500	178	46
40	0	1.07374e+09	2.1475e+06	4.80192e+07	23500	181	46
41	0	93813	21.312	12.1544	23000	178	45
42	0	89278	21.108	12.2672	22500	177	44
43	0	90623	22.974	12.8918	23000	176	45
44	0	89808	30.588	15.5093	23000	182	45
45	0	88438	17.122	10.806	23000	177	45
46	0	92183	17.704	10.2995	23000	169	45
47	0	89029	15.76	9.9511	23500	176	46
48	0	90051	20.904	12.3453	23500	183	46
49	0	92246	22.57	13.4385	23000	182	45
50	0	90362	10.794	9.66926	23500	178	46
