0	31	
0	31	
24	33	
44	36	
76	37	
84	40	
84	40	
122	44	
146	45	
148	48	
215	50	
223	52	
252	56	
292	58	
292	58	
334	60	
387	64	
446	66	
497	69	
497	69	
568	72	
568	72	
712	74	
741	77	
828	78	
836	79	
870	80	
948	83	
948	83	
998	86	
998	86	
1076	88	
1076	88	
1261	91	
1280	92	
1378	94	
1378	94	
1448	96	
1448	96	
1558	98	
1558	98	
1604	100	
1800	104	
1800	104	
1994	108	
1994	108	
2214	110	
2348	114	
2348	114	
2444	116	
2656	120	
2656	120	
2885	123	
2892	124	
3050	127	
3126	128	
3126	128	
3368	132	
3368	132	
3512	134	
3512	134	
3640	136	
3640	136	
3834	138	
4128	142	
4128	142	
4226	144	
4226	144	
4432	146	
4432	146	
4570	148	
4570	148	
4914	152	
4914	152	
5074	154	
5074	154	
5318	156	
5318	156	
5366	157	
5532	159	
5818	162	
5818	162	
5934	164	
5934	164	
6112	166	
6112	166	
6424	168	
6710	172	
6710	172	
6896	174	
6896	174	
7128	176	
7128	176	
7262	177	
7552	180	
7552	180	
7952	184	
7952	184	
8395	186	
8395	186	
8838	190	
8838	190	
8862	192	
9234	194	
9234	194	
9390	196	
9390	196	
9852	200	
9852	200	
10085	202	
10085	202	
10354	204	
10354	204	
10630	206	
10630	206	
10928	208	
10928	208	
11274	210	
11663	213	
11956	216	
11956	216	
12314	218	
12314	218	
12424	220	
12880	222	
12880	222	
13024	224	
13273	225	
13446	226	
13616	228	
14174	229	
14204	232	
14618	234	
14800	236	
14800	236	
15414	240	
15414	240	
15788	241	
15960	242	
16058	244	
16058	244	
16478	246	
16478	246	
16702	248	
16702	248	
17136	250	
17136	250	
17372	252	
17372	252	
17760	254	
17978	256	
18480	258	
18480	258	
18602	259	
18668	260	
18817	261	
19175	262	
19332	264	
19712	265	
19748	266	
20097	267	
20298	268	
20488	270	
20488	270	
21078	274	
21078	274	
21493	276	
21493	276	
21730	277	
21796	278	
21796	278	
22162	280	
22162	280	
22546	282	
22546	282	
22932	284	
23342	286	
23342	286	
24116	290	
24116	290	
24546	292	
24546	292	
24940	294	
25306	295	
25352	296	
25792	298	
26172	300	
26172	300	
26619	301	
26642	302	
26978	303	
27016	304	
27450	306	
27450	306	
27908	308	
27908	308	
28077	309	
28320	310	
28320	310	
28624	312	
29102	314	
29102	314	
29552	316	
29552	316	
30328	320	
30328	320	
30328	320	
30748	321	
30794	322	
31206	323	
31264	324	
31640	326	
31640	326	
32076	328	
32076	328	
32498	329	
32618	330	
32973	331	
33062	332	
33368	333	
33470	334	
33470	334	
33924	336	
33924	336	
34314	337	
34406	338	
34716	339	
34898	340	
35171	341	
35364	342	
35773	343	
35840	344	
36130	345	
36328	346	
36328	346	
36788	348	
37108	349	
37280	350	
37280	350	
37816	352	
38266	354	
38266	354	
38934	356	
39280	358	
39280	358	
39662	359	
39794	360	
39794	360	
40338	362	
40338	362	
40763	363	
40850	364	
41241	365	
41386	366	
41747	367	
41908	368	
42206	369	
42206	369	
42444	370	
42444	370	
42885	371	
42922	372	
43402	373	
43790	375	
44048	376	
44048	376	
44552	378	
44552	378	
44908	379	
45086	380	
45718	382	
45718	382	
46108	383	
46122	384	
46590	385	
46700	386	
47107	387	
47244	388	
47244	388	
47834	390	
47834	390	
48184	391	
48376	392	
48666	393	
48882	394	
49544	396	
49544	396	
49994	398	
49994	398	
50280	399	
50280	399	
50560	400	
50560	400	
51086	401	
51168	402	
51561	403	
51736	404	
52032	405	
52032	405	
52650	407	
52650	407	
52856	408	
53380	409	
53452	410	
53958	411	
54064	412	
54600	414	
55064	415	
55192	416	
55481	417	
55481	417	
55810	418	
55810	418	
56132	419	
56348	420	
56698	421	
56698	421	
56928	422	
57264	423	
57264	423	
57520	424	
57520	424	
57954	425	
58140	426	
58501	427	
58760	428	
58760	428	
59162	429	
59350	430	
59776	431	
59960	432	
60506	433	
60602	434	
61145	435	
61204	436	
61676	437	
61802	438	
62201	439	
62201	439	
62440	440	
62862	441	
63032	442	
63410	443	
63410	443	
63696	444	
63696	444	
63985	445	
63985	445	
64298	446	
64298	446	
64782	447	
64948	448	
64948	448	
65602	450	
65602	450	
65914	451	
65914	451	
66254	452	
66254	452	
66512	453	
66512	453	
67124	454	
67124	454	
67399	455	
67448	456	
67848	457	
67848	457	
68100	458	
68100	458	
68473	459	
68473	459	
68744	460	
68744	460	
69174	461	
69396	462	
69396	462	
69806	463	
70064	464	
70064	464	
70400	465	
70400	465	
70839	466	
71052	467	
71376	468	
71376	468	
72048	470	
72048	470	
72399	471	
72399	471	
72714	472	
72714	472	
73039	473	
73039	473	
73300	474	
73300	474	
73672	475	
73672	475	
74124	476	
74674	478	
75002	479	
75002	479	
75294	480	
75294	480	
75960	482	
75960	482	
76484	483	
76624	484	
76984	485	
77280	486	
77280	486	
77646	487	
77646	487	
77952	488	
77952	488	
78392	489	
78392	489	
78624	490	
78624	490	
78968	491	
78968	491	
79296	492	
79296	492	
79976	494	
79976	494	
80312	495	
80312	495	
80640	496	
81312	498	
81312	498	
81656	499	
81656	499	
82350	501	
82656	502	
83328	504	
83328	504	
84000	506	
84339	507	
84339	507	
84678	508	
85008	509	
85008	509	
85344	510	
85344	510	
86016	512	
86016	512	
86016	512	
