runId	fit_min	fit_max	fit_avg	fit_std	#evals	time	gen
1	0	262144	45564.6	98121.3	500	0	0
2	0	262144	54376.2	105291	500	0	0
3	0	262144	38807.6	91700.5	500	0	0
4	0	262144	49762.2	101629	500	0	0
5	0	262144	51338.8	102869	500	0	0
6	0	262144	45063.2	97650.4	500	0	0
7	0	262144	59237.3	108502	500	0	0
8	0	262144	45564.6	98121.3	500	0	0
9	0	262144	45091.4	97638.2	500	0	0
10	0	262144	49256.3	101198	500	0	0
11	0	262144	45564.6	98121.3	500	0	0
12	0	262144	56500.4	106776	500	0	0
13	0	262144	57069.9	107118	500	0	0
14	0	262144	45564.6	98121.3	500	0	0
15	0	262144	51335.6	102871	500	0	0
16	0	262144	54376.2	105291	500	0	0
17	0	262144	55603.4	105958	500	0	0
18	0	262144	45564.6	98121.3	500	1	0
19	0	262144	49849.2	101588	500	0	0
20	0	262144	49849.2	101588	500	0	0
21	0	262144	56547.6	106752	500	0	0
22	0	262144	52976.3	104039	500	0	0
23	0	262144	58733.1	108142	500	0	0
24	0	262144	58733.1	108142	500	0	0
25	0	262144	49849.2	101588	500	0	0
26	0	262144	59717.4	108872	500	0	0
27	0	262144	61863.1	110194	500	0	0
28	0	262144	55038.4	105602	500	0	0
29	0	262144	48226.4	100331	500	0	0
30	0	262144	55013.9	105614	500	0	0
31	0	262144	56547.6	106752	500	0	0
32	0	262144	56547.6	106752	500	0	0
33	0	262144	51353.6	102862	500	0	0
34	0	262144	47150.4	99467.1	500	0	0
35	0	262144	56547.6	106752	500	0	0
36	0	262144	56547.6	106752	500	0	0
37	0	262144	52332.7	103702	500	0	0
38	0	262144	46174.7	98537.7	500	0	0
39	0	262144	51319.7	102878	500	1	0
40	0	262144	53427.8	104468	500	0	0
41	0	262144	51383.4	102848	500	0	0
42	0	262144	46669.3	99001.5	500	0	0
43	0	262144	50304.6	102039	500	0	0
44	0	262144	56500.4	106776	500	0	0
45	0	262144	41452.4	94258.9	500	0	0
46	0	262144	46669.3	99001.5	500	0	0
47	0	262144	53427.8	104468	500	0	0
48	0	262144	46669.3	99001.5	500	0	0
49	0	262144	47179.4	99453.5	500	0	0
50	0	262144	56500.4	106776	500	0	0
