runId	fit_min	fit_max	fit_avg	fit_std	#evals	time	gen
1	-6	262144	8985.47	47543.6	101500	4	202
2	-6	262144	8425.75	46177.3	105000	4	209
3	-6	262144	6333.81	40155	104000	4	207
4	-6	262144	11047.9	52628.4	110000	4	219
5	-6	262144	8987.7	47543.1	105500	4	210
6	-6	262144	4801.43	34878.4	105500	4	210
7	-6	262144	11571.2	53810.8	105500	3	210
8	-6	262144	6342.81	40154.3	106000	4	211
9	-6	262144	6843.29	41754.2	105500	4	210
10	-6	262144	2139.02	23374.1	106500	5	212
11	-6	262144	8979.5	47544.4	106500	4	212
12	-6	262144	6329.56	40155.6	103000	4	205
13	-7	262144	1640.23	20262.4	110000	6	219
14	-6	262144	10531.6	51412.3	104500	4	208
15	-6	262144	9449.27	48881.5	102500	4	204
16	-6	262144	3182.17	28568.9	104500	4	208
17	-6	262144	6851.93	41752.8	103500	4	206
18	-6	262144	12628.1	56084.2	105000	4	209
19	-6	262144	7392.17	43281.9	103500	4	206
20	-6	262144	6843.49	41753.9	105000	4	209
21	-6	262144	6872.44	41749.9	109000	3	217
22	-6	262144	6329.26	40155.8	101000	5	201
23	-6	262144	5291.17	36730.7	103500	4	206
24	-6	262144	8438.47	46175.6	101000	4	201
25	-6	262144	5287.43	36731.1	111000	5	221
26	-6	262144	11577.2	53809.5	104000	4	207
27	-6	262144	9495.73	48873.3	102000	3	203
28	-6	262144	3716.11	30825.7	103500	5	206
29	-6	262144	9481.33	48875.7	106000	4	211
30	-6	262144	13156.8	57179.4	105000	4	209
31	-6	262144	13156.8	57179.4	105000	3	209
32	-6	262144	5805.16	38485.5	101000	5	201
33	-6	262144	5824.4	38483.1	102500	4	204
34	-6	262144	6875.43	41749.9	104500	4	208
35	-6	262144	8415.28	46178.9	104500	3	208
36	-6	262144	5290.97	36731.1	107000	4	213
37	-6	262144	1600.39	20263.3	104500	4	208
38	-6	262144	10514.3	51415.4	108500	4	216
39	-6	262144	14207	59296.9	104000	4	207
40	-6	262144	4747.51	34883.8	101500	4	202
41	-6	262144	7940.74	44751.3	102500	4	204
42	-6	262144	6846.43	41753.4	102000	4	203
43	-6	262144	6338.49	40154.6	101000	5	201
44	-6	262144	6324.44	40156.4	104000	4	207
45	-6	262144	5279.32	36732.7	103500	5	206
46	-6	262144	5789	38487.6	102500	4	204
47	-6	262144	11043.7	52629.3	103500	4	206
48	-6	262144	2700.83	26103.6	106500	5	212
49	-6	262144	6848.39	41753.3	104500	3	208
50	-6	262144	6330.25	40155.7	103500	4	206
